category,quote,quote_speaker
عشق," عشق نياز به تجزيه كننده ندارد، بلكه براي بيان نيازمند شاعر است.",آندره موروا
عشق," هيجانات شديد نفساني و عشق و شهوت و خشم نمي تواند يك بشر را، يك انسان را راهنمايي و رهبري كرده و به هدف و مراد خود برساند.",آندره موروا
عشق," بزرگترين عشق، سرانجام به مجموعه اي از يادگارهاي بي رونق كاهش مي يابد.",میلان کوندرا
عشق," گرايش به آشتي دادن ماجراي عشق شهواني با عشق پاك، عين ذات لذت پرستي است و دليل ناممكن بودن اين آشتي است.",میلان کوندرا
عشق," آنجا كه فداكاري باشد و خدمتگزاري و نگاه هاي عاشقانه، خواست سَروري نيز هست. ناتوان تر از راههاي پنهان به دژ، به اندرون دل قدرتمندتر مي خزد تا قدرت را بربايد.",نیچه
قدرت, شخص قوي و آبشار هر دو راه خود را باز مي كنند.,مثل انگليسي
قدرت," كسي كه قدرت را با پول بخرد، عدالت را هم به پول مي فروشد.",مثل انگليسي
قدرت," سلامتي، زيربناي خوشبختي، قدرت و روحيه است.",بنجامين ديزرائيلي
قدرت," نمي توان به اصطلاح با قدرت اراده با ديگران ارتباط برقرار كرد و با كمك چماق، آنها را وادار به پديرفتن باورها و نقطه نظرهاي خود كرد.",آنتوني رابينز
قدرت," امروزه، قدرت عبارت از توانايي ايجاد ارتباط و نفوذ در ديگران است.",آنتوني رابينز
قدرت, وقتي كه انسان توانايي نداشته باشد بايد به كم خشنود باشد.,مارك تواين
قدرت, چشم ها قدرت روح را نشان مي دهند.,پائولو كوئيلو
قدرت, اساساً فرد نيرومند نه فقط با طبيعت بلكه با جامعه و تك تك افراد ناتوان تر نيز به مثابه ي سوژه ي شكارش رفتار مي كند؛ تا آنجا كه مي تواند از آنها بهره كشي مي كند و آنگاه راه خويش مي گيرد و مي رود.,نیچه
قدرت," هر چه فرد  مقتدر و  زيرك تر باشد، جاه طلبي او بيشتر است؛ زيرا افزايش باور به قدرت به مراتب ساده تر از افزايش نفس قدرت است.",نیچه
قدرت," اِعمال قدرت، زحمت دارد و مردانگي مي خواهد؛ اين است كه بسياري، حق مسلم و ثابت خود را جاري نمي كنند.",نیچه
قدرت, هيچ چيز به اندازه ي سكوت و خاموشي باعث افزايش قدرت نيست.,شارل دوگل
قدرت," هيچ رهبري نمي تواند قدرت خود را پاس دارد، مگر اينكه هر روز خود را سزاوار آن قدرت نشان دهد.",آندره موروا
قدرت, گرگ پير تا زماني كه قدرت آن را دارد كه طعمه اي به چنگ آورد و آن را از هم بدرد مورد احترام   است.,آندره موروا
قدرت," قدرت و توان بيش از آنكه مربوط به سن و سال باشد، به تندرستي و سلامت وابسته است.",آندره موروا
قدرت," قدرت در هر جا كه خود را خداگونه بنماياند، خودبخود الهيات خاص خويش را توليد مي كند.",ميلان كوندرا
قدرت," نيروي فكر، آدميزاد را از حيوانات متمايز ساخت. همين نيرو آنان را از نيرومندترين و بزرگترين حيوانات وحشي هم نيرومندتر ساخت.",جواهر لعل نهرو
قدرت," قدرت تهديد آميز زمين يكسره بر گرد من فرا ايستاده بود، اما من با روح خود تغذيه كردم، قانع و سربلند تغذيه مي كردم.",والت ويتمن
قدرت," خالص بودن، نجيب يا قوي بودن نيست، بلكه خود بودن است. كسي كه عشق ارزاني مي دارد، عشق را مي بازد.",فرناندو پسوا
قدرت, نچه كه متفاوت مان مي كند نيرويي است كه با آن  بتوانيم نقشه ها و روياهاي خود را عملي سازيم.,فرناندو پسوا
قدرت," در پس انديشه ها و احساس هايت فرمانروايي قدرتمند ايستاده است، دانايي ناشناس كه نام اش خود است. او در تن تو خانه دارد: او تن توست.",نيچه
قدرت, حتي هنگام مرگ نيز وابستگي به قوت اراده و نيروي خواستن در ما وجود دارد.,گوته
قدرت," براي اينكه ميزان توانايي ها را كشف كنيم، تنها راهش اين است كه آنها را پشت سر گذاريم و به گستره ي امور نشدني وارد شويم.",آرتور سي كلارك
قدرت," تنها كساني كه نيروي خدمت سخاوت مندانه و صميمانه را آموخته اند، ژرفترين خوشي هاي زندگي و موقعيت هاي راستين را درك مي كنند.",آنتوني رابينز
کردار و رفتار," رفتار ديگران نسبت به شما، بر مبناي تصوري  است كه از منش شما دارند.",آنتوني رابينز
کردار و رفتار," هيچ اهرمي، نيرومندتر از هويت، در دگرگوني رفتار انساني نيست.",آنتوني رابينز
کردار و رفتار," با دگرگوني باورها، ارزشها، قوانين و هويت، مي توان همه ي رفتارها را دگرگون نمود.",آنتوني رابينز
کردار و رفتار," كردار من، بيانگر منش من است.",كريس اِسكنكل
کردار و رفتار," ُبرد، با آن كنشي است كه براي انجام اش همت گماشته شده است. شادي و مسرت روح، در گرو كردار و كنش است.",ويليام شكسپير
کردار و رفتار," تلاش و كوشش دو گونه است: تلاش دروني، كه همانا انديشيدن است و تلاش بيروني، كه همانا كردار است. اين دو چيز همراه با يكديگر، انسان را به نتيجه ي دلخواه مي رساند.",ويكتور هوگو
کردار و رفتار," بايد پيامد كردار، گفتار و انديشه مان را در دوره ي زندگي مان بپذيريم.",اليزابت كوبلر راس
کردار و رفتار," بزرگترين خشنودي هاي زندگي، زماني به دست مي آيد كه انسان بداند در راستاي باورهاي راستين خود، رفتار كرده است.",آنتوني رابينز
کردار و رفتار," جاه طلبي آدميزاد، تا آنجا كه من مي شناسم اش، نمي پرسد بار ديگر چگونه رفتار كنم كه رخصت  سخن گفتن داشته باشم: او هميشه سخن مي گويد.",نيچه
کردار و رفتار," انسانها به دليل شخصيت هايشان آن چيزي هستند كه هستند، اما در كردار است كه آنها به خوشبختي و يا بدبختي دست مي يابند.",ارسطو
کردار و رفتار, در عمل ثابت شد كه گفتن آسان و عمل دشوار است.,مارك تواين
کردار و رفتار," هنگامي كه كردارهاي تو بهتر مي شوند، همه چيز بهتر مي شود.",اسپنسر جانسون
کردار و رفتار," من مشهور نشدم مگر به واسطه كار و كوشش و اگر از عملي خسته مي شدم، تفريح و رفع خستگي را در اشتغال به كار ديگري جستجو مي كردم.",آيزاك نيوتن
کردار و رفتار," من در زندگيم حتي يك روز هم كار نكرده ام. آنچه انجام داده ام، تفريح بوده است.",توماس اديسون
کردار و رفتار," ردار، بلندتر از گفتار حرف مي زند.",كارولين ولتر
کردار و رفتار," عملي اگر كاشتيد، عادتي درو خواهيد كرد. عادتي اگر كاشتيد، اخلاقي درو خواهيد كرد. اخلاقي اگر كاشتيد، سرنوشتي درو خواهيد كرد.",فرانسوا ولتر
کردار و رفتار," اندازه كردارهاي ما مهم نيست، بلكه ميزان عشق و دقتي كه در آن وجود دارد مهم است.",مادر ترزا
کردار و رفتار," رفتار شما ارتباطي با ارزش خود شما ندارد. شما وقتي اشتباه مي كنيد، آدم بدي نيستيد؛ تنها مرتكب اشتباه شده ايد.",آندره ميتوس
کردار و رفتار, بياموزيد كه مردم چه مي خواهند و بر پايه آن رفتار كنيد.,كونوسوكي ماتسوشيتا
کردار و رفتار, دانايان با عمل زندگي مي كنند نه با انديشه عمل.,كارلوس كاستاندا
کردار و رفتار, كردار ناپسند خويش را با زر هم نمي تواني پنهان سازي.,اُرد بزرگ
کردار و رفتار," قلمرو من، عمل من است و كاري را مي كنم كه عقلم حكم مي كند.",گاندي
کردار و رفتار," از ويژگيهاي طبيعي آدمي است كه عاقلانه و منطقي فكر مي كند، اما پوچ و بي معني رفتار مي كند.",آناتول فرانس
کردار و رفتار, اعتراف به كردار بد سرآغاز انجام كردار نيك است.,اوگوستين
کردار و رفتار," يگانه عملي كه در زندگي، انسان را به هدفش مي رساند، انجام وظيفه است.",بانواستاه
کردار و رفتار," رفتار خوب تو، همسايه خوب به وجود مي آورد.",مثل آفريقائي
کردار و رفتار, نيك بخت ترين مردم كسي است كه كردار به سخاوت بيارايد و گفتار به راستي.,ابوعلي سينا
کردار و رفتار," آن كه از كردار خود خشنود باشد، شرمسار نخواهد بود.",تااو
کردار و رفتار, هيچ چيز عملي تر از يك نظريه ي خوب نيست.,كرت لوين
کردار و رفتار," اراده هاي ضعيف به صورت حرف و گفتار خودنمايي مي كنند، در حالي كه اراده هاي قوي جز در لباس عمل و كردار پديدار نمي شوند.",گوستاو لوبون
کردار و رفتار," آنچه به رفتار و كردار ما معنا مي بخشد، هميشه براي ما ناشناخته است.",ميلان كوندرا
کردار و رفتار, خوش رفتار كسي است كه بتواند با آدمهاي بد رفتار سازش كند.,فرانسو
کردار و رفتار," علت هر شكستي، عمل كردن بدون انديشه است.",الكس مكنزي
کردار و رفتار, كردار ناپسند خويش را با دارايي زياد هم نمي تواني پنهان سازي.,اُرد بزرگ
کردار و رفتار," آنكه كردار به سخاوت بيارايد و گفتار به راستي، در اين جهان نيكبخت است.",بزرگمهر
کردار و رفتار," اگر مي خواهي بزرگ شوي، از كردار نيك ديگران فراوان ياد كن.",اُرد بزرگ
کردار و رفتار, كردار ناپسند خويش را با دارايي زياد هم نمي تواني پنهان سازي.,اُرد بزرگ
کردار و رفتار," هميشه با زير دستان خود با مهرباني و دوستي رفتار كنيد، زيرا قلب بخشنده و مهربان، بزرگترين سرمايه است.",ويكتور هوگو
کردار و رفتار, چيزي به نام شكست وجود ندارد؛ آنچه هست گونه اي نتيجه به شمار مي رود. شما هميشه به نتيجه مي رسيد؛ اگر اين نتيجه ها دلخواه شما نيستند نحوه ي عمل را عوض كنيد تا به نتايج تازه اي برسيد.,آنتوني رابينز
مشکلات و سختی ها," شايد بزرگترين دشواري، همين باشد؛ زندگي چنان كه ما مي شناختيم پايان يافته، ولي هنوز كسي نيست كه بداند چه چيزي جاي آن را گرفته است.",پل استر
مشکلات و سختی ها," در كنار نردباني كه تا ستاره ها بالا مي رود، از انبوه آرزومندان خبري نيست؛ دشواري كار از شمار مشتاقان كاسته است.",كريستيان بوبن
مشکلات و سختی ها," درك بسياري از آدميان، دشوار است؛ چون يا در چارچوب گفتارشان نمي گنجند، يا روح خود را از دست داده اند.",كريستيان بوبن
مشکلات و سختی ها, هيچ چيزي بهتر از اين نيست كه بتوانيد دشواري هاي مردم را از بين ببريد.,فرانك ترَديتي
مشکلات و سختی ها," براي ساختن آينده اي بهتر، ابتدا ارزش هايي را كه امروز براي شما دشواري ايجاد كرده اند، شناسايي كنيد و سپس آنها را از بين ببريد.",چاك گلزي
مشکلات و سختی ها, هيچ دشواري را نمي توان در همان سطحي كه به وجود آمده از بين برد؛ بايد ياد بگيريم كه نگاهمان را به جهان تغيير دهيم.,آلبرت انيشتين
مشکلات و سختی ها," كساني كه به مجردِ برخورد با سختي، كار را رها مي كنند، هرگز به جايي نمي رسند.",آنتوني رابينز
مشکلات و سختی ها," در هر دشواري، به جنبه هاي مثبت آن توجه كنيد.",شري كارتر اسكات
مشکلات و سختی ها," هنگامي كه خسته مي شويد، اگر پايبند باشيد، نخستين انديشه اي كه به ذهن تان مي رسد، اين است كه چگونه آن دشواري را از بين ببريد. ولي اگر پايبند نباشيد، نخستين انديشه اي كه به ذهن تان مي رسد، اين است كه چگونه از كار بگريزيد.",زيگ زيگلا
مشکلات و سختی ها," هر دشواري اي كه برايتان پيش مي آيد، فرصتي براي رشد و پيشرفت در پيش روي شما قرار مي دهد.",لستر جي رابينسون سوم
مشکلات و سختی ها," هرچند كه مادرم براي من دچار سختي هاي فراواني شده است، ولي فكر مي كنم از آنها لذت نيز برده است.",مارك تواين
مشکلات و سختی ها," هيچ انساني، مادام كه در ميان رويدادهاي درهم و برهم زندگي در تكاپو است، بدون دشواري نخواهد بود.",كارل يانگ
مشکلات و سختی ها," افرادي كه  نه  گفتن برايشان دشوار باشد، زندگي شان را گم خواهند كرد و قرباني خواسته هاي كساني مي شوند كه از آنها درخواستي داشته اند.",برايان روث
مشکلات و سختی ها," از بين بردن دشواري هاي شخصي، به تنهايي، لذت ويژه اي به همراه دارد.",گيل ليندن فيلد
مشکلات و سختی ها," اگر در رويارويي با سختي هاي زندگي، با نگرش فكر مي كنم بتوانم  پيش برويد، بسيار پيش تر از كساني خواهيد بود كه از شكست مي هراسند.",زيگ زيگلار
مشکلات و سختی ها," سخت ترين درسي كه بايد بياموزيد، اين است كه به نتايج كنش هايتان وابسته نباشيد.",جون بوريسنكو
مشکلات و سختی ها," به دشواري مي توان دانست كه مايل به رفتن هستيم يا نه، زيرا چنان خواب آلوده ايم كه نمي فهميم ناشناخته ها، از شناخته ها تا چه پايه برتر هستند.",هنري لانگ فلو
مشکلات و سختی ها," آن را كه پارسايي كاري است دشوار، مي بايد از آن بر حذر داشت تا كه پارسايي او را راه دوزخ نشود؛ يعني، راه پليدي و آلودگي روان.",نيچه
مشکلات و سختی ها, به انجام رساندن كارهاي بزرگ دشوار است. اما دشوار تر از آن فرمان دادن به كارهاي بزرگ است.,نيچه
مشکلات و سختی ها," بيهوده است اگر بخواهيم رماني را با زينت دادن سبك، «دشوار » كنيم، هر رماني كه شايستگي اين كلمه را دارد، هر چقدر روشن و شفاف باشد، بر اثر طنز ذاتي خود، به اندازه ي كافي دشوار است.",ميلان كوندرا
مشکلات و سختی ها, بسيار مشكل است كه آدم بخواهد تمام وقت مراقب خود باشد تا آنچه را احساس مي كند نگويد.,جين وبستر
مشکلات و سختی ها," وقتي خودت را در يك موقعيت نامساعد مي يابي، اين اهميت دارد كه به دنبال چيزي بگردي كه درست و خوب است، حتي اگر يافتنش دشوار باشد؛ سپس قدرش را بدان و آينده ات را بر پايه ي آن بنا كن.",اسپنسر جانسون
مشکلات و سختی ها, سخت است كه گذشته را رها كني؛ اگر از گذشته نياموخته باشي.,اسپنسر جانسون
مشکلات و سختی ها," در زمانه ي ما هر كه سخت جدي مبين يك ويژگي يگانه ي اخلاقي باشد، كساني همانند تئوفراست و مولير، بيمار شناخته مي شود.",نيچه
میانه روی, یا بايد چيزي را بپذيريد يا نپذيريد؛ هيچ مرز ميانه اي نبايد وجود داشته باشد.,دان كارلن
میانه روی," از ميانه روي، خوش بختي پاك سر مي زند.",گوته
میانه روی," بسيار شگفت آور و قابل توجه است كه انسان به سادگي نمي تواند واژه هايي بيابد كه با آنها تفاوت ميان انسان و حيوان را تعريف كند، با وجود اين، يافتن شكل و شيوه اي كه بتوان انسان بلندپايه را از انسان ميانه تمييز داد، آسان است.",فرناندو پسوا
میانه روی, به درد نخورها و بي اهميت ها فضاي بينابيني فروتنانه ميانه اي در زندگي حقيقي ما مي گشايند.,فرناندو پسوا
میانه روی," زن خوب، وزير دارايي خوبي براي خانه است و در اثر لطف و مهرباني و بينايي و بينش او است كه بودجه ي خانه هميشه در تعادل است.",آندره موروا
میانه روی, خم هر ساقه نتيجه ي وجود تعادلي است در ميان بلندي و نرمي اش و همچنين سنگيني تخمه اي كه بر فرق آن ساقه مي رويد.,اريك نيوتن
میانه روی, زيبايي يعني ميانه روي كامل در ميان احساس و ادراك؛ در ميان حس شدني و انديشه كردني.,اريك نيوتن
میانه روی," بين صرفه جويي و خساست فرق بگذاريد. اولي انسان را وادار مي كند كه از ولخرجي بپرهيزد و آينده اش را تامين سازد، در حالي كه دومي باعث مي شود انسان به خود نپردازد و ثروتي را جمع كند كه فقط وارثان او از آن استفاده كنند.",نامشخص
میانه روی," سعادت مثل هر فضيلتي از دو چيز به وجود مي آيد، صرفه جويي و كوشش.",فرانسوا ولتر
میانه روی," هرگاه توانستيم به همان راحتي كه مي خنديم از صميم دل بگرييم، انساني ميانه رو شده ايم. گريه باراني است كه از طوفان درون برمي خيزد يا شبنمي است كه نمايانگر لطافت روح است.",جبران خليل جبران
میانه روی," ميانه روي را در همه چيز پاس بدار، بوئيدن هواي تازه و نظافت و ورزش روزانه را فراموش مكن، سر را خنك و پا را گرم نگه دار.",بقراط
میانه روی," اگر قرار است انسان روزي تعادل روحي خود را از دست بدهد و بشكند، بهتر آن است كه اين امر در جواني صورت پذيرد؛ چرا كه پس از آن محكم تر و قدرتمندتر زندگي خواهيم كرد.",آريد هالاند
میانه روی," من دوست دارم كه يك فيلم، آغازي داشته باشد و ميانه اي و پاياني، اما نه لزوماً به همين ترتيب.",ژان لوك گدار
میانه روی," غم جهان مخور كه غم خوردن، سرنوشتت را دگرگون نخواهد كرد، اما تعادل زندگانيت را به هم خواهد زد.",گوته
میانه روی," آنچه در آن عقل و اعتدال راه ندارد، با عقل متوقف نمي گردد.",ترنس ائونوخوس
میانه روی, اشخاصي كه بدبختانه به لذتهاي شديد و حاد خو گرفته اند ديگر از لذتهاي معتدل بهره نمي برند و همواره با اضطراب به دنبال شادي و نشاط مي گردند.,فنلون
میانه روی," بزرگترين خردمندي، خرد و معرفتي است كه به تنظيم امور خانواده و اجتماع مربوط است و آن، تسلط بر خود و حق طلبي و اعتدال ناميده مي شود.",افلاطون
میانه روی," تلاش و پشتكار و ميانه روي، براي انسان ايجاد خوشبختي خواهد كرد.",بنجامين فرانكلين
میانه روی," ميانه روي و حد خود نگاه داشتن، كمال سرشت آدمي است .",كنفوسيوس
نظم و ترتیب, زماني انسان مي خواهد همگام با نظم جاودانه باشد كه خودش خوب است.,نيچه
نظم و ترتیب, تمام پيشرفت هاي جهانگير خود را مديون انديشه منظم و يادداشت برداري دقيق هستم.,توماس اديسون
نظم و ترتیب," اشخاص هميشه گناه را به گردن شرايط و بي نظمي مي اندازند؛ من به شرايط و بي نظمي باور ندارم. مردان كامياب، شرايط و نظم را جستجو مي كنند و آن را مي آفرينند.",وينستون چرچيل
نظم و ترتیب, حقيقتي تشويق كننده تر از اين سراغ ندارم كه انسان با تلاش آگاهانه و منظم مي تواند زندگي خود را متعادل سازد.,هنري تورئو
نظم و ترتیب," انبوهي از برنامه هاي سازماني را كه من ديده ام همانند آيين هاي رقص بارانند، به هيچ وجه تأثيري بر هواي پس از آن ندارند، اما كساني كه در آن شركت مي كنند فكر مي كنند دارد. افزون بر اين، بسياري از پيشنهادها و روش هاي مربوط به برنامه ريزي درباره بهتر كردن رقص است، نه تغيير هوا.",راسل ايكاف
نظم و ترتیب," وارد شدن در عمل، بدون برنامه ريزي، علت همه شکست هاست.",آلکس مک کنزي
نظم و ترتیب," عدم پايبندي به نظم گيتي، ويژگي انسانهاي گوشه گير است كه عشق و احساس را سپر ديدگاههاي نادرست خود مي سازند.",اُرد بزرگ
نظم و ترتیب, ازدواج كتابي است كه فصل اول آن به نظم است و بقيه فصول به نثر.,پورلي نيكولاسر
نظم و ترتیب, زندگي من مجموعه اي از درسهايي است كه به آن نياز دارم؛ درسهايي كه با نظم و ترتيب تمام در زندگي ام رخ مي دهد.,آندرو متيوز
نظم و ترتیب, مدام براي انجام وظايف و كارهاي اصلي خود فرصت ايجاد كنيد. هر روز براي انجام كارهاي فردا برنامه ريزي كنيد. چند كار كوچك را كه بايد حتما انجام شوند همان ابتداي صبح انجام دهيد. سپس بلافاصله به سراغ وظايف اصلي و مهم برويد و كار را تا به پايان رساندن آنها ادامه دهيد.,بردروم ريپورتس
نظم و ترتیب," یك ذهنِ حقيقتاً توانا همواره قاطعانه و به روشني مي داند كه چه مي خواهد بگويد، خواه بوسيله ي نثر، نظم و يا موسيقي.",شوپنهاور
نظم و ترتیب," هر كاري كه با نظم عمومي و رسوم و آداب مطابقت داشته و از روي پرهيزگاري باشد، هرگز سزاوار ملامت نتواند بود.",افلاطون
نظم و ترتیب," نظم و ترتيب يعني انجام دادن كارهايي كه به آن علاقه نداريد تا سرانجام بتوانيد كارهايي را كه به راستي دوست داريد، انجام دهيد.",جان ماكسول
نظم و ترتیب," نظم و ترتيب، آتش پالايشگري است كه استعداد را به قابليت تبديل مي كند.",رُي اسميت
نظم و ترتیب," نظم، اولين قانون آسماني است.",الكساندر پوپ
نظم و ترتیب, سخت كوشي به معناي آن نيست كه ديوانه وار در پي هدفي باشيد. بايد سعي كنيد با نظم و سازماندهي بر ارزش كار خويش بيفزاييد.,توماس هاكسلي
نظم و ترتیب," پريشان نمودن اوضاع مستلزم هوشمندي نيست، اما ايجاد نظم و تعادل به نيروي عقل وابسته است.",منتسكيو
نظم و ترتیب," برنامه ريزي، آوردن آينده به زمان حال است تا بتوانيد همين حالا كاري براي آن انجام دهيد.",آلن لاكين
نظم و ترتیب, بهترين برنامه ريزي براي آينده استفاده درست از زمان حال است.,آلبر كامو
نظم و ترتیب," برنامه ريزي، يعني تشخيص اين مطلب كه بزرگترين استعدادها و آرزوها بايد مسير درست خود را پيدا كنند.",آنتوني رابينز
نظم و ترتیب," برنامه ريزي، فرآيندي است كه به موجب آن شما آينده ي خود را پيوسته مي سازيد.",روجر فريتز
نظم و ترتیب," برنامه ريزي بلند مدت ارتباطي به تصميمات آينده ندارد، بلكه به آينده ي تصميمات كنوني مربوط مي شود.",پيتر دراكر
نظم و ترتیب," تلاش منظم، پاداش چند برابر دارد.",ديل كارنگي
نظم و ترتیب, در زندگي چيزي بدتر و خطرناك تر از بي نظمي نيست.,جواهر لعل نهرو
نظم و ترتیب," خوب فكر كردن يعني اينكه بداني چگونه از ذهن و قلب، از نظم و احساس استفاده كني. وقتي چيزي را بخواهيم، زندگي، ما را به سوي آن هدايت مي كند.",كنفوسيوس
نظم و ترتیب," پروژه؛ يعني شالوده دادن به يك فرم، درون يك نظم.",لويي كان
نگرش," هيچ ديدگاهي مهمتر از ديدگاهي كه خودتان در مورد خودتان داريد، در تندرستي و شادي شما كارساز نيست.",دنيس ويتلي
نگرش," اگر قدرت انگاره ي خود را از قيد و بند رها كنيم، خودباوري و بينشي در ما ايجاد مي شود كه محدوديت هاي گذشته مان را در هم مي شكند.",آنتوني رابينز
نگرش," به خوي و سرشت خود، بيش از آبروي خويش اهميت بدهيد؛ زيرا خوي و سرشت، نشانه ي حقيقت وجودي شما است، در حالي كه، آبرو، بيانگر بينشي كه ديگران درباره ي شما دارند.",جان وودن
نگرش," تنها با دگرگوني ديدگاه تان خواهيد ديد كه تا چه اندازه وضعيت زندگي تان دگرگون مي شود؛ از اين دگرگوني، شگفت زده خواهيد شد.",اوا گرگري
نگرش," نگرش هر كس، باورهاي او را ايجاد مي كند و باورهاي هر كس، منش او را مي سازد.",مايكل ال اشتال
نگرش," نگرش هر كس، نشان دهنده ي منش او است.",مايكل ال اشتال
نگرش," مراقب ديدگاه هاي خود باشيد، ممكن است هر دَم به گفتار تبديل شوند.",زيگ زيگلار
نگرش," حتي اگر در شرايطي، كاري از دست تان ساخته نيست، دست كم، نگرش خود را در مورد آن شرايط تغيير دهيد.",زيگ زيگلار
نگرش," چشم انداز راستين، چشم اندازي است كه خود مي آفرينيم.",فرناندو پسوا
نگرش," چون تحولي روي داد و بينش هنرمند بر اثر ظهور واسطه اي نوخاسته تغيير ماهيت داد، ديگر هر واسطه ي هنري براي بيان آن بينش تازه مي تواند سودمند باشد.",اريك نيوتن
نگرش, نها آرمانهاي بزرگ است كه به ما بينشي فرا دنيوي مي دهد.,ارد بزرگ
نگرش," بينش نسنجيده و نيازموده براي فراهم آمدن حقيقت كافي نيست، هر چند كه بسياري از مهمترين حقايق نخست به اين صورت تجلي كرده اند.",برتراند راسل
نگرش," آنجا كه درستي به بينش سوخت مي رساند، شور و اشتياق آتش را به ارمغان مي آورد. آتش حقيقي دلبستگي و باور پايدار، تنها از درون برمي خيزد.",جان ماكسو
نگرش," یك بينش اصولي بايد بر مبناي گذشته ساخته شود، نه اينكه گذشته را ناديده بگيرد.",جان ماكسول
نگرش," نگرشهاي خوب در بين بازيكنان، پيروزي تيم را تضمين نمي كند، اما نگرشهاي بد، شكست آن را تضمين مي كند.",جان ماكسول
نگرش, هيچ چيز نمي تواند مانع از رسيدن مردي به هدفش شود كه نگرش ذهني درستي دارد و هيچ چيز نمي تواند به مردي كمك كند كه نگرش ذهني نادرستي دارد.,توماس جفرسون
نگرش, بينش عبارت است از حالت هيجان زده يا عاطفي ذهن و يا مجموعه اي از اشتياق ها و آزردگي ها كه تنها با عناصر ديدني به بيان درمي آيد.,اريك نيوتن
نگرش, بينش حقيقي در قلب صورت مي گيرد؛ امور اساسي با چشم ديده نمي شوند.,آنتوان دوسنت اگزوپري
نگرش," سكوت، بينشي نوين از زندگي به ما مي دهد. در اين بينش، وجود ما سرشار از لطف او خواهد شد؛ بارقه اي كه امكان مي دهد تمام كارها را با خوشي به پيش ببريم.",مادر ترزا
نگرش, اين ديدگاه اشتباه است كه بپنداريم مرد توانا فرزندي مانند خود خواهد داشت.,اُرد بزرگ
نگرش, توان زندگي به چگونگي نگرش ما به زندگي وابسته است.,جبران خليل جبران
نگرش," با اين نگرش پيش برويد كه همه چيز خداي گونه است و همه كس خداي گونه رفتار مي كند، اگر شما همچون خدا با آنان رفتار كنيد.",سوامي راما تيرتا
نگرش, همه چيز به طرز برخورد و نگرش شما بستگي دارد. مسايل مي توانند شما را با مشكل و يا با موفقيت روبرو سازند.,جان ماكسول
نگرش," تنهايي از ديدگاه ما فضيلت، گرايش و اجباري متعالي به پاكي است.",نيچه
نگرش," افرادي كه به سبب نگرش خود از زاويه اي كاملاً سازنده با زندگاني برخورد مي كنند، گاه درك نمي شوند. برخي اين افراد را  انسانهاي بدون مرز  لقب مي دهند.",جان ماكسول
نگرش," تفاوت آدمها با هم جزيي است، اما همان تفاوت جزيي سبب اختلافهاي كلي مي شود. تفاوت جزيي آنها هم همان نگرش و نوع نگاه آنها است.",جان ماكسول
نگرش, گاهي وقتها مي توانيم طرز فكر خودمان را در ظاهر پرده پوشي كنيم و كساني كه ما را مي بينند گول بزنيم. اما عمر پرده پوشي چندان دراز نيست. نگرش انسان آنقدر با حجاب مي جنگد تا به طور طبيعي جلوه كند.,جان ماكسول
نگرش," نگرش، احساسي دروني است كه رفتار، نماد بيروني آن است.",جان ماكسول
نگرش," نگرش، حالتي ذهني و دروني است. چه بسا كسي كه نگرش نادرست دارد مرتكب كارهاي غير اخلاقي و غير قانوني نشود، اما نگرش نادرست او سبب از هم پاشاندن تيمي خواهد شد كه در آن عضويت دارد.",جان ماكسول
نگرش," بزرگترين كشف عصر ما اين است كه انسانها مي توانند با اصلاح نگرشهاي ذهني خود، زندگاني خويش را اصلاح كنند.",ويليام جيمز
نگرش," والاترين نگرش هاي ما، هر بار كه غير منتظره به گوش كساني برسد كه براي آنها مهيا و معين نشده اند، بايد و مقرر چنين است كه بسان حمايت و شايد هم جنايت طنين انداز شود.",نيچه
نگرش," چيزي كه بازيكن بزرگ را از بازيكن خوب جدا مي كند، نگرش و حالتي ذهني اوست. اگر ذهن قوي باشد تقريبا هر كاري را كه بخواهيد، مي توانيد انجام دهيد.",كريس اورت
هدف," زندگي، ديوانه اي بيش نيست؛ هر گاه دلش بخواهد با نقشه ها، اهداف، محاسبات و باورهاي ما مخالفت مي كند.",کریستیان بوبن
هدف," هنگامي كه اراده مي كنيد به آرزو و يا هدفي برسيد، هرگز اجازه ندهيد هيچ كس يا هيچ چيزي شما را بازدارد.",اریک تیلر
هدف," هر آرزو و هدفي كه داشته باشيد، ممكن است از راههايي كه فراتر از مرز انگاره ي شما است به حقيقت تبديل شوند.",دایانا رابینسون
هدف," مهم، مسير سفري است كه مي پيماييد، نه هدف آن.",ياني منيييتس
هدف," هدف پاياني راه زندگي، رسيدن به خرد است.",شري كارتر اسكات
هدف," ارزشها، نيروهايي هستند كه در پيش روي ما قرار دارند و ما را به گرفتن تصميم هايي وا مي دارند كه جهت و هدف نهايي زندگي ما را روشن مي سازند.",آنتوني رابينز
هدف," تنها راه دستيابي به نيك بختي درازمدت آن است كه بر مبناي بزرگترين آرمانهاي خود زندگي كنيم، يعني هدف راستين خود را بشناسيم و بر پايه ي آن به كنش بپردازيم.",آنتوني رابينز
هدف," مويسقي، تمركزي را كه انسانها در راه رسيدن به هدف هايشان به آن نياز دارند، برايشان فراهم مي كند.",مارشا برايتِن باخ
هدف, گر هر روز راه را عوض كني هرگز به مقصد نمي رسي.,بالانش
